precinct_psid,county_psid,geoid,fraction
1158849161,1158855997,05000US37129,0.0160890755865973
1158849161,1158856051,05000US37019,0
1158849163,1158856003,05000US37179,0.00702258760980945
1158849163,1158856013,05000US37119,1.20417011581708e-05
1158849165,1158855851,05000US37069,0.0460306056994724
1158849165,1158855917,05000US37077,0
1158849165,1158856027,05000US37183,0
1158849167,1158855995,05000US37079,0
1158849167,1158855999,05000US37147,0.0827166069486632
1158849167,1158856009,05000US37065,2.50702078152749e-05
1158849167,1158856041,05000US37117,0
1158849169,1158856027,05000US37183,0.00369653046989835
1158849173,1158855875,05000US37051,0.107106175752944
1158849173,1158855901,05000US37163,7.32599912094426e-05
1158849173,1158855969,05000US37017,3.34399891987876e-05
1158849175,1158855945,05000US37195,0
1158849175,1158855999,05000US37147,0
1158849175,1158856009,05000US37065,0.0495675484995189
1158849177,1158855901,05000US37163,0.0825970824418448
1158849177,1158855947,05000US37061,4.62692095930602e-05
1158849177,1158855969,05000US37017,0
1158849179,1158856003,05000US37179,0.00338607467683178
1158849181,1158855985,05000US37071,0.0452683985997174
1158849183,1158855951,05000US37081,0.000987851162641369
1158849185,1158855991,05000US37167,0.00535686900373297
1158849187,1158855985,05000US37071,0.0139945143953948
1158849191,1158855861,05000US37145,0.148633008288498
1158849191,1158855925,05000US37033,5.55976585225581e-07
1158849193,1158855915,05000US37067,0.00497430674534341
1158849195,1158856025,05000US37111,0.00710428807395274
1158849197,1158855881,05000US37025,0
1158849197,1158856013,05000US37119,0.00521845224524597
1158849199,1158855901,05000US37163,0.032802374474131
1158849201,1158855987,05000US37101,0
1158849201,1158856027,05000US37183,0.00243988727696796
1158849203,1158855881,05000US37025,0
1158849203,1158856013,05000US37119,0.00256361490135357
1158849205,1158855847,05000US37057,0.00209191224397982
1158849205,1158855873,05000US37159,0
1158849209,1158855873,05000US37159,0.0189894862345469
1158849209,1158855881,05000US37025,4.05921564335575e-06
1158849209,1158856013,05000US37119,0
1158849213,1158855851,05000US37069,5.26136370569644e-05
1158849213,1158856027,05000US37183,0.00321009527236328
1158849215,1158855951,05000US37081,0.00182009628757716
1158849217,1158856059,05000US37171,0.0711892201097494
1158849219,1158855943,05000US37049,0
1158849219,1158856007,05000US37133,0.0198108502855836
1158849219,1158856033,05000US37103,0
1158849221,1158856021,05000US37191,0.0106650081588012
1158849223,1158855901,05000US37163,0
1158849223,1158855969,05000US37017,0.109347740276431
1158849227,1158855927,05000US37107,1.28226627109624e-05
1158849227,1158855943,05000US37049,6.77979074182071e-05
1158849227,1158856033,05000US37103,0.112057567956919
1158849229,1158856059,05000US37171,0.0242406668836224
1158849231,1158855853,05000US37155,0
1158849231,1158856067,05000US37047,0.0306248337404673
1158849233,1158855871,05000US37013,0
1158849233,1158855935,05000US37187,0.293606079985327
1158849233,1158855977,05000US37177,4.87760216203687e-06
1158849233,1158855981,05000US37143,8.5473157992297e-09
1158849233,1158855983,05000US37095,8.78558999845162e-06
1158849233,1158855989,05000US37015,0
1158849233,1158856035,05000US37041,0.000473237109421932
1158849235,1158855859,05000US37063,0.0040718140081935
1158849235,1158855941,05000US37135,0
1158849235,1158856027,05000US37183,0
1158849237,1158855853,05000US37155,0
1158849237,1158855969,05000US37017,9.10054660219177e-05
1158849237,1158856067,05000US37047,0.0219430848717409
1158849239,1158855933,05000US37161,0.00221725741587257
1158849239,1158856019,05000US37023,0
1158849239,1158856025,05000US37111,0.0836148569729454
1158849241,1158855881,05000US37025,0
1158849241,1158856013,05000US37119,0.00198823182788672
1158849245,1158855895,05000US37193,2.51588518823297e-05
1158849245,1158856017,05000US37197,0.0678098665930485
1158849245,1158856059,05000US37171,1.05126210381018e-05
1158849247,1158855859,05000US37063,0.00256870893972824
1158849247,1158856027,05000US37183,0
1158849249,1158855911,05000US37045,0.0465867327063179
1158849251,1158855941,05000US37135,0.0639039394690543
1158849253,1158855915,05000US37067,0.00131711270891939
1158849255,1158855951,05000US37081,0.00420336777583687
1158849257,1158855853,05000US37155,0.000505259291540114
1158849257,1158855875,05000US37051,3.17042505132836e-05
1158849257,1158855879,05000US37093,0.0835501676898985
1158849259,1158855915,05000US37067,0.00271778494092103
1158849263,1158856013,05000US37119,0.00128686112959453
1158849265,1158855859,05000US37063,0.0102067877805772
1158849265,1158856027,05000US37183,0
1158849267,1158855951,05000US37081,0.00122103916784599
1158849269,1158855847,05000US37057,1.84748325444597e-07
1158849269,1158855873,05000US37159,0.00841310503879971
1158849271,1158855871,05000US37013,0.000115656830956542
1158849271,1158855935,05000US37187,0.000263934305636056
1158849271,1158855977,05000US37177,0.000298966632763922
1158849271,1158855983,05000US37095,0.103441680217245
1158849273,1158855989,05000US37015,0
1158849273,1158855999,05000US37147,1.01765670096817e-05
1158849273,1158856009,05000US37065,4.23904623355889e-05
1158849273,1158856041,05000US37117,0.0738858534330607
1158849275,1158855927,05000US37107,0
1158849275,1158855943,05000US37049,0
1158849275,1158856007,05000US37133,6.97700144008539e-06
1158849275,1158856033,05000US37103,0.0915925136737905
1158849277,1158855881,05000US37025,0.007381149528229
1158849277,1158856013,05000US37119,0
1158849281,1158855875,05000US37051,5.12324124829984e-06
1158849281,1158855901,05000US37163,0.034951369807972
1158849283,1158855883,05000US37029,0
1158849283,1158856031,05000US37053,0.0315204655361016
1158849285,1158855915,05000US37067,0.00737657025960544
1158849285,1158855951,05000US37081,9.8823826503857e-06
1158849287,1158855891,05000US37005,0.00139828619634228
1158849287,1158855895,05000US37193,0.000847555343581733
1158849287,1158856049,05000US37009,0.0861052707911415
1158849289,1158855869,05000US37131,0.100248609395504
1158849289,1158855899,05000US37083,0
1158849291,1158855951,05000US37081,0.0024081349152538
1158849293,1158855847,05000US37057,0
1158849293,1158855915,05000US37067,0.00897057261751814
1158849293,1158856023,05000US37059,0
1158849295,1158855859,05000US37063,0.00792856786664799
1158849295,1158855941,05000US37135,0
1158849295,1158856027,05000US37183,0
1158849299,1158855847,05000US37057,1.39335466411125e-05
1158849299,1158855915,05000US37067,0.0220904194407706
1158849301,1158855951,05000US37081,0.00297765899152809
1158849303,1158855845,05000US37001,0
1158849303,1158855951,05000US37081,0.023583244297672
1158849305,1158855997,05000US37129,0.0118389152081939
1158849305,1158856051,05000US37019,0
1158849309,1158855843,05000US37037,0
1158849309,1158855913,05000US37125,0
1158849309,1158855965,05000US37085,0
1158849309,1158855967,05000US37105,0.0184204396295046
1158849311,1158855951,05000US37081,0.00143333110593304
1158849313,1158855889,05000US37031,0
1158849313,1158856007,05000US37133,0.0152042590145942
1158849317,1158855941,05000US37135,0.00191135290479967
1158849319,1158855881,05000US37025,1.10565145116582e-11
1158849319,1158856003,05000US37179,0.0241159638273193
1158849319,1158856013,05000US37119,3.14350189323329e-05
1158849321,1158855859,05000US37063,0.0189747318203406
1158849321,1158855941,05000US37135,0
1158849321,1158856027,05000US37183,0
1158849323,1158855951,05000US37081,0.00142600284665972
1158849325,1158855889,05000US37031,0.0188294881821696
1158849325,1158855943,05000US37049,0.000448380915688626
1158849327,1158855865,05000US37151,0
1158849327,1158855951,05000US37081,0.0264647875238215
1158849329,1158856043,05000US37089,4.0555334084275e-05
1158849329,1158856057,05000US37175,0.0448152881416965
1158849331,1158856009,05000US37065,0
1158849331,1158856045,05000US37127,0.00764997577837824
1158849335,1158855941,05000US37135,0.00597450373678666
1158849337,1158855933,05000US37161,0.017414643316506
1158849337,1158855961,05000US37149,0
1158849339,1158855859,05000US37063,2.25009939973868e-05
1158849339,1158856027,05000US37183,0.0175005919777148
1158849341,1158855901,05000US37163,0.00038777232469682
1158849341,1158855947,05000US37061,0.0664720679151545
